ID, FILENAME, URI,TITLE,AUTHOR,UPLOAD_DATE,DURATION,TOPIC1,TOPIC2,TOPIC3
152,AnnaMracekDietrich_2011G.stm,/talks/anna_mracek_dietrich_a_plane_you_can_drive,A plane you can drive,Anna Mracek Dietrich,2011-11-02,9M38S,design,flight,invention
153,AnnCooper_2007P.stm,/talks/ann_cooper_what_s_wrong_with_school_lunches,What's wrong with school lunches,Ann Cooper,2008-09-16,19M42S,economics,education,food
154,AnneCurzan_2014X.stm,/talks/anne_curzan_what_makes_a_word_real,"What makes a word ""real""?",Anne Curzan,2014-06-17,17M13S,TEDx,culture,language
155,AnneLamott_2017.stm,/talks/anne_lamott_12_truths_i_learned_from_life_and_writing,12 truths I learned from life and writing,Anne Lamott,2017-06-09,15M55S,aging,art,beauty
156,AnneMarieSlaughter_2013G.stm,/talks/anne_marie_slaughter_can_we_all_have_it_all,"Can we all ""have it all""?",Anne-Marie Slaughter,2014-03-12,17M11S,policy,women,work
157,AnneMilgram_2013S.stm,/talks/anne_milgram_why_smart_statistics_are_the_key_to_fighting_crime,Why smart statistics are the key to fighting crime,Anne Milgram,2014-01-28,12M41S,crime,data,justice system
158,AnnetteHeuser_2013G.stm,/talks/annette_heuser_the_3_agencies_with_the_power_to_make_or_break_economies,The 3 agencies with the power to make or break economies,Annette Heuser,2014-02-28,9M49S,business,finance,global issues
159,AnnieLennox_2010G.stm,/talks/annie_lennox_why_i_am_an_hiv_aids_activist,Why I am an HIV/AIDS activist,Annie Lennox,2010-09-22,9M16S,AIDS,Africa,activism
160,AnnieMurphyPaul_2011G.stm,/talks/annie_murphy_paul_what_we_learn_before_we_re_born,What we learn before we're born,Annie Murphy Paul,2011-11-29,16M46S,education,food,science
161,AnnMarieThomas_2011.stm,/talks/annmarie_thomas_hands_on_science_with_squishy_circuits,Hands-on science with squishy circuits,AnnMarie Thomas,2011-04-04,4M8S,education,science,technology
162,AnnMorgan_2015G.stm,/talks/ann_morgan_my_year_reading_a_book_from_every_country_in_the_world,My year reading a book from every country in the world,Ann Morgan,2015-11-23,12M3S,books,library,literature
163,AnoteTong_2015Z.stm,/talks/anote_tong_my_country_will_be_underwater_soon_unless_we_work_together,My country will be underwater soon -- unless we work together,Anote Tong,2015-11-18,21M15S,global issues,Mission Blue,climate change
164,AnthonyAtala_2009P.stm,/talks/anthony_atala_growing_new_organs,Growing new organs,Anthony Atala,2010-01-21,17M52S,biology,health,medicine
165,AnthonyAtala_2011.stm,/talks/anthony_atala_printing_a_human_kidney,Printing a human kidney,Anthony Atala,2011-03-07,17M24S,Surgery,health care,invention
166,AnthonyDRomero_2017.stm,/talks/anthony_d_romero_this_is_what_democracy_looks_like,This is what democracy looks like,Anthony D. Romero,2017-05-24,12M48S,activism,communication,democracy
167,AnthonyGoldbloom_2016U.stm,/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t,The jobs we'll lose to machines -- and the ones we won't,Anthony Goldbloom,2016-08-08,4M36S,AI,collaboration,data
168,AntonioDamasio_2011.stm,/talks/antonio_damasio_the_quest_to_understand_consciousness,The quest to understand consciousness,Antonio Damasio,2011-12-19,18M42S,brain,consciousness,neuroscience
169,AntonioGuterres_2015G.stm,/talks/antonio_guterres_refugees_have_the_right_to_be_protected,Refugees have the right to be protected,António Guterres,2015-12-18,19M54S,Europe,future,government
170,AntonyGormley_2012G.stm,/talks/antony_gormley_sculpted_space_within_and_without,"Sculpted space, within and without",Antony Gormley,2012-09-07,15M56S,art,design,public space
171,AnupamMishra_2009I.stm,/talks/anupam_mishra_the_ancient_ingenuity_of_water_harvesting,The ancient ingenuity of water harvesting,Anupam Mishra,2009-12-03,17M14S,architecture,design,environment
172,AomawaShields_2015U.stm,/talks/aomawa_shields_how_we_ll_find_life_on_other_planets,How we'll find life on other planets,Aomawa Shields,2016-01-06,5M25S,TED Fellows,astronomy,computers
173,AparnaRao_2011G.stm,/talks/aparna_rao_high_tech_art_with_a_sense_of_humor,High-tech art (with a sense of humor),Aparna Rao,2011-11-08,7M50S,TED Fellows,art,creativity
174,AparnaRao_2013U.stm,/talks/aparna_rao_art_that_craves_your_attention,Art that craves your attention,Aparna Rao,2014-02-07,8M56S,TED Fellows,art,creativity
175,ApolloRobbins_2013G.stm,/talks/apollo_robbins_the_art_of_misdirection,The art of misdirection,Apollo Robbins,2013-09-13,8M47S,crime,entertainment,
176,AriannaHuffington_2010W.stm,/talks/arianna_huffington_how_to_succeed_get_more_sleep,How to succeed? Get more sleep,Arianna Huffington,2011-01-03,4M10S,business,culture,entertainment
177,ArielGarten_2011X.stm,/talks/ariel_garten_know_thyself_with_a_brain_scanner,"Know thyself, with a brain scanner",Ariel Garten,2011-01-26,15M4S,TEDx,neuroscience,psychology
178,ArisVenetikidis_2012X.stm,/talks/aris_venetikidis_making_sense_of_maps,Making sense of maps,Aris Venetikidis,2012-09-29,16M36S,TEDx,design,transportation
179,AriWallach_2016X.stm,/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term,3 ways to plan for the (very) long term,Ari Wallach,2017-04-10,13M42S,decision-making,history,future
180,ArthurBenjamin_2005.stm,/talks/arthur_benjamin_a_performance_of_mathemagic,"A performance of ""Mathemagic""",Arthur Benjamin,2007-12-13,15M14S,education,entertainment,magic
181,ArthurBenjamin_2009.stm,/talks/arthur_benjamin_teach_statistics_before_calculus,Teach statistics before calculus!,Arthur Benjamin,2009-06-29,2M58S,economics,education,math
182,ArthurBenjamin_2013G.stm,/talks/arthur_benjamin_the_magic_of_fibonacci_numbers,The magic of Fibonacci numbers,Arthur Benjamin,2013-11-08,6M24S,entertainment,magic,math
183,ArthurBrooks_2016.stm,/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together,A conservative's plea: Let's work together,Arthur Brooks,2016-03-17,14M14S,collaboration,business,capitalism
184,ArthurGanson_2004.stm,/talks/burt_rutan_the_real_future_of_space_exploration,The real future of space exploration,Burt Rutan,2006-10-25,19M37S,business,design,engineering
185,ArthurPottsDawson_2010G.stm,/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants,A vision for sustainable restaurants,Arthur Potts Dawson,2010-12-03,8M49S,business,cities,culture
186,ArunachalamMuruganantham_2012S.stm,/talks/arunachalam_muruganantham_how_i_started_a_sanitary_napkin_revolution,How I started a sanitary napkin revolution!,Arunachalam Muruganantham,2012-11-13,9M21S,global issues,innovation,invention
187,ArvindGupta_2010P.stm,/talks/arvind_gupta_turning_trash_into_toys_for_learning,Turning trash into toys for learning,Arvind Gupta,2011-04-29,15M30S,design,education,science
188,AshadeVos_2014U.stm,/talks/michael_murphy_architecture_that_s_built_to_heal,Architecture that's built to heal,Michael Murphy,2016-09-15,15M38S,Africa,architecture,collaboration
189,AshBeckham_2013X.stm,/talks/ash_beckham_we_re_all_hiding_something_let_s_find_the_courage_to_open_up,We're all hiding something. Let's find the courage to open up,Ash Beckham,2014-02-21,9M22S,TEDx,culture,empathy
190,AshBeckham_2014X.stm,/talks/ash_beckham_when_to_take_a_stand_and_when_to_let_it_go,When to take a stand -- and when to let it go,Ash Beckham,2015-07-10,15M35S,TEDx,activism,identity
191,AsherHasan_2009I.stm,/talks/asher_hasan_my_message_of_peace_from_pakistan,My message of peace from Pakistan,Asher Hasan,2009-12-23,4M28S,TED Fellows,culture,entrepreneur
192,AshleyJudd_2016W.stm,/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control,How online abuse of women has spiraled out of control,Ashley Judd,2017-01-18,16M10S,activism,bullying,communication
193,AshrafGhani_2005G.stm,/talks/ashraf_ghani_how_to_rebuild_a_broken_state,How to rebuild a broken state,Ashraf Ghani,2006-10-18,18M45S,business,corruption,culture
194,AshtonCofer_2016Y.stm,/talks/ashton_cofer_a_plan_to_recycle_the_unrecyclable,A plan to recycle the unrecyclable,Ashton Cofer,2017-03-27,6M1S,climate change,chemistry,collaboration
195,AspenBaker_2015W.stm,/talks/aspen_baker_a_better_way_to_talk_about_abortion,A better way to talk about abortion,Aspen Baker,2015-07-14,10M58S,culture,decision-making,society
196,AstroTeller_2016.stm,/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure,The unexpected benefit of celebrating failure,Astro Teller,2016-04-14,15M32S,collaboration,engineering,design
197,AtulGawande_2012.stm,/talks/atul_gawande_how_do_we_heal_medicine,How do we heal medicine?,Atul Gawande,2012-04-16,19M19S,health care,medicine,heart
198,AubreydeGrey_2005G.stm,/talks/aubrey_de_grey_a_roadmap_to_end_aging,A roadmap to end aging,Aubrey de Grey,2006-10-02,22M45S,aging,biotech,disease
199,AudreyChoi_2015S.stm,/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference,How to make a profit while making a difference,Audrey Choi,2016-02-24,12M34S,business,social change,finance
200,AukeIjspeert_2015G.stm,/talks/auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander,A robot that runs and swims like a salamander,Auke Ijspeert,2016-01-28,14M10S,animals,biotech,design
201,AuretvanHeerden_2010G.stm,/talks/auret_van_heerden_making_global_labor_fair,Making global labor fair,Auret van Heerden,2010-11-11,17M46S,business,global issues,law
202,AviReichental_2014.stm,/talks/avi_reichental_what_s_next_in_3d_printing,What's next in 3D printing,Avi Reichental,2014-09-18,9M4S,technology,manufacturing,3D printing
203,AviRubin_2011X.stm,/talks/avi_rubin_all_your_devices_can_be_hacked,All your devices can be hacked,Avi Rubin,2012-02-25,16M56S,Internet,TEDx,computers
204,AyahBdeir_2012U.stm,/talks/ayah_bdeir_building_blocks_that_blink_beep_and_teach,"Building blocks that blink, beep and teach",Ayah Bdeir,2012-03-29,5M27S,TED Fellows,creativity,education
205,AzizAbuSarah_2014U.stm,/talks/aziz_abu_sarah_for_more_tolerance_we_need_more_tourism,"For more tolerance, we need more ... tourism?",Aziz Abu Sarah,2015-01-07,4M37S,Middle East,TED Fellows,activism
206,AzizaChaouni_2014U.stm,/talks/aziza_chaouni_how_i_brought_a_river_and_my_city_back_to_life,"How I brought a river, and my city, back to life",Aziza Chaouni,2014-08-19,5M39S,TED Fellows,activism,architecture
207,BabaShiv_2012X.stm,/talks/baba_shiv_sometimes_it_s_good_to_give_up_the_driver_s_seat,Sometimes it's good to give up the driver's seat,Baba Shiv,2012-07-18,9M47S,TEDx,business,cancer
208,BahiaShehab_2012G.stm,/talks/bahia_shehab_a_thousand_times_no,A thousand times no,Bahia Shehab,2012-09-28,5M56S,Egypt,Middle East,TED Fellows
209,BandiMbubi_2012X.stm,/talks/bandi_mbubi_demand_a_fair_trade_cell_phone,Demand a fair trade cell phone,Bandi Mbubi,2012-09-20,9M21S,Africa,TEDx,technology
210,BaratAliBatoor_2014X.stm,/talks/barat_ali_batoor_my_desperate_journey_with_a_human_smuggler,My desperate journey with a human smuggler,Barat Ali Batoor,2015-04-10,10M37S,global issues,immigration,photography
211,BarbaraBlock_2010Z.stm,/talks/barbara_block_tagging_tuna_in_the_deep_ocean,Tagging tuna in the deep ocean,Barbara Block,2010-10-06,20M6S,Mission Blue,science,technology
212,BarbaraNattersonHorowitz_2014P.stm,/talks/barbara_natterson_horowitz_what_veterinarians_know_that_physicians_don_t,What veterinarians know that physicians don't,Barbara Natterson-Horowitz,2014-12-04,14M57S,animals,biology,evolution
213,BarrySchuler_2008P.stm,/talks/barry_schuler_genomics_101,Genomics 101,Barry Schuler,2009-01-22,21M26S,biology,entrepreneur,food
214,BarrySchwartz_2009.stm,/talks/barry_schwartz_our_loss_of_wisdom,Our loss of wisdom,Barry Schwartz,2009-02-16,20M45S,business,culture,global issues
215,BarrySchwartz_2010S.stm,/talks/barry_schwartz_using_our_practical_wisdom,Using our practical wisdom,Barry Schwartz,2010-12-31,23M7S,culture,global issues,happiness
216,BarrySchwartz_2014U.stm,/talks/barry_schwartz_the_way_we_think_about_work_is_broken,The way we think about work is broken,Barry Schwartz,2015-09-08,8M2S,business,economics,happiness
217,BartKnols_2012X.stm,/talks/bart_knols_3_new_ways_to_kill_mosquitoes,3 new ways to kill mosquitoes,Bart Knols,2012-05-13,10M20S,TEDx,global issues,health
218,BartonSeaver_2010Z.stm,/talks/barton_seaver_sustainable_seafood_let_s_get_smart,Sustainable seafood? Let's get smart,Barton Seaver,2010-10-27,9M26S,environment,fish,food
219,BartWeetjens_2010X.stm,/talks/bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines,How I taught rats to sniff out land mines,Bart Weetjens,2010-12-02,12M11S,Africa,TEDx,animals
220,BassamTariq_2014U.stm,/talks/bassam_tariq_the_beauty_and_diversity_of_muslim_life,The beauty and diversity of Muslim life,Bassam Tariq,2015-01-30,4M38S,TED Fellows,creativity,film
221,BastianSchaefer_2013G.stm,/talks/bastian_schaefer_a_3d_printed_jumbo_jet,A 3D-printed jumbo jet?,Bastian Schaefer,2013-07-29,5M58S,design,flight,industrial design
222,Beardyman_2013.stm,/talks/beardyman_the_polyphonic_me,The polyphonic me,Beardyman,2013-08-02,11M10S,creativity,entertainment,music
223,BeatriceCoron_2011.stm,/talks/beatrice_coron_stories_cut_from_paper,Stories cut from paper,Béatrice Coron,2011-10-28,18M15S,art,creativity,storytelling
224,BeauLotto_2009G.stm,/talks/beau_lotto_optical_illusions_show_how_we_see,Optical illusions show how we see,Beau Lotto,2009-10-08,16M30S,art,brain,consciousness
225,BeauLotto_2012G.stm,/talks/beau_lotto_amy_o_toole_science_is_for_everyone_kids_included,"Science is for everyone, kids included",Beau Lotto + Amy O'Toole,2012-10-17,15M25S,bees,biology,collaboration
226,BecciManson_2012G.stm,/talks/becci_manson_re_touching_lives_through_photos,(Re)touching lives through photos,Becci Manson,2012-08-02,9M49S,Asia,culture,memory
227,BeckyBlanton_2009G.stm,/talks/becky_blanton_the_year_i_was_homeless,The year I was homeless,Becky  Blanton,2009-10-28,7M9S,depression,happiness,personal growth
228,BeebanKidron_2012S.stm,/talks/beeban_kidron_the_shared_wonder_of_film,The shared wonder of film,Beeban Kidron,2012-06-13,13M12S,art,culture,film
229,BelPesce_2014U.stm,/talks/bel_pesce_5_ways_to_kill_your_dreams,5 ways to kill your dreams,Bel Pesce,2015-04-06,6M11S,TED Fellows,entrepreneur,innovation
230,BenAmbridge_2014X.stm,/talks/ben_ambridge_9_myths_about_psychology_debunked,"9 myths about psychology, debunked",Ben Ambridge,2015-02-04,14M55S,TEDx,brain,psychology
231,BenCameron_2010X.stm,/talks/ben_cameron_why_the_live_arts_matter,Why the live arts matter,Ben Cameron,2010-09-10,12M44S,TEDx,education,entertainment
232,BenDunlap_2007.stm,/talks/bernie_dunlap_the_life_long_learner,The life-long learner,Bernie Dunlap,2008-01-23,19M8S,culture,education,entertainment
233,BenedettaBerti_2015U.stm,/talks/benedetta_berti_the_surprising_way_groups_like_isis_stay_in_power,The surprising way groups like ISIS stay in power,Benedetta Berti,2015-08-10,5M38S,Middle East,TED Fellows,global issues
234,BenGoldacre_2011G.stm,/talks/ben_goldacre_battling_bad_science,Battling bad science,Ben Goldacre,2011-09-29,14M19S,data,health care,illness
235,BenGoldacre_2012P.stm,/talks/ben_goldacre_what_doctors_don_t_know_about_the_drugs_they_prescribe,What doctors don't know about the drugs they prescribe,Ben Goldacre,2012-09-27,13M29S,cancer,medicine,science
236,BenjaminBarber_2013G.stm,/talks/benjamin_barber_why_mayors_should_rule_the_world,Why mayors should rule the world,Benjamin Barber,2013-09-20,18M5S,cities,global issues,politics
237,BenjaminWallace_2008P.stm,/talks/benjamin_wallace_the_price_of_happiness,The price of happiness,Benjamin Wallace,2008-12-17,14M40S,business,culture,entertainment
238,BenjaminZander_2008.stm,/talks/benjamin_zander_the_transformative_power_of_classical_music,The transformative power of classical music,Benjamin Zander,2008-06-25,20M43S,conducting,creativity,culture
239,BenKacyra_2011G.stm,/talks/andrew_fitzgerald_adventures_in_twitter_fiction,Adventures in Twitter fiction,Andrew Fitzgerald,2013-10-11,11M55S,culture,literature,social media
240,BenKatchor_2002.stm,/talks/ben_katchor_comics_of_bygone_new_york,Comics of bygone New York,Ben Katchor,2009-04-22,11M11S,art,cities,humor
241,BenoitMandelbrot_2010.stm,/talks/benoit_mandelbrot_fractals_and_the_art_of_roughness,Fractals and the art of roughness,Benoit Mandelbrot,2010-07-06,17M9S,math,,
242,BenSaunders_2005.stm,/talks/ben_saunders_why_did_i_ski_to_the_north_pole,Why did I ski to the North Pole?,Ben Saunders,2006-10-25,18M3S,climate change,culture,exploration
243,BenSaunders_2012S.stm,/talks/ben_saunders_why_bother_leaving_the_house,Why bother leaving the house?,Ben Saunders,2012-12-14,10M37S,culture,personal growth,potential
244,BenSaunders_2014.stm,/talks/ben_saunders_to_the_south_pole_and_back_the_hardest_105_days_of_my_life,To the South Pole and back — the hardest 105 days of my life,Ben Saunders,2014-12-02,17M4S,exploration,personal growth,potential
245,BenWellington_2014X.stm,/talks/ben_wellington_how_we_found_the_worst_place_to_park_in_new_york_city_using_big_data,How we found the worst place to park in New York City -- using big data,Ben Wellington,2015-02-26,11M48S,TEDx,cities,data
246,BernieKrause_2013G.stm,/talks/bernie_krause_the_voice_of_the_natural_world,The voice of the natural world,Bernie Krause,2013-07-15,14M48S,animals,nature,sound
